sepal_length,sepal_width,petal_length,petal_width,species
6.464996457977774,3.663100368590458,6.226514653274519,2.0808117234918835,2
4.993714024059021,3.955325080573523,1.761644815565108,0.3750278144199514,0
6.7382923287621015,2.871769205462145,5.382944067007809,1.9347092221898632,2
6.859385238714462,2.803358127442981,6.329192944806847,1.8493631751192667,2
5.537267284918712,3.492256364105746,1.5423281955017298,0.370132500456776,0
4.70618094002099,2.470128291005412,1.845181554070475,0.1872902548153041,0
6.911923335809989,3.2010495360658595,6.654550263339003,2.29329114523148,2
6.152053429845267,2.482184336857258,3.9133748284958587,1.074275400597461,1
6.570114820904054,3.0020353119213934,4.797104558826126,1.9075485439838298,2
5.928531043183974,2.737259579988141,5.5476808107421105,2.1815236553600412,2
6.778656150551038,2.5826853055789836,5.998193616762604,2.022472425385161,2
5.568275395972668,2.887695373698961,5.8781999430085285,2.0091179407006017,2
5.1263563628609266,4.1246768224476105,1.5698345080623715,0.3649228790305098,0
6.431630390301111,3.2521180993227765,5.6204791889069465,2.3516835714758253,2
6.293016977856042,2.6298422743561964,3.5413324050092148,1.7531425380991386,1
4.988109856925044,3.1145533777036944,1.3254969368816256,0.18764708790860052,0
5.7126693358219285,3.2108322929272313,4.71377602947698,0.9630598612028349,1
5.49066150734071,2.6847903466359577,5.277793741269329,0.8870605020082496,1
5.587380908223222,3.324772486613058,3.702242204128615,1.6079481525351758,1
5.763195128248016,3.03820512206234,3.653532225761889,1.5211809971834547,1
4.8507523241398545,2.837486148566687,1.7193506853599883,0.17462998701017793,0
5.201438825657927,3.178948802037519,1.876087029280531,0.34626661368198874,0
5.286973497900949,3.080571448419888,4.793755647159916,1.288694023324064,1
5.920832633562692,2.65186882667545,3.7742117601514877,1.2234562415682886,1
4.9953666720872025,2.632530097187273,1.405308381273528,0.18434640151622705,0
5.076239482045809,3.1368908957777246,1.6256613850942334,0.360588554795727,0
5.24279028382745,4.1804137192080075,1.266798222184955,0.4127712008194879,0
7.2060848762571705,2.729911707334027,5.357237512932113,2.307093689986905,2
6.078835686440637,2.9209337640496393,5.3662790052317995,1.8665384665291236,2
6.626860120256942,3.212605844948881,6.231187972525599,2.020754567360087,2
6.7903647190726115,2.5939252732622538,4.842695577406795,1.1267608802613136,1
7.013421721928983,2.8094346484428345,5.749357457189996,2.126618986941075,2
6.100109485203519,3.0197035163264934,2.731528349506177,1.4105134781314022,1
5.507744053093349,2.428511293487186,4.0943423449014436,1.0783881923765943,1
7.412907103423949,3.1571275990961065,6.323931161742065,1.7919090068772143,2
6.225532528335153,3.1617780422849764,4.6440325445773585,1.4275696213031963,1
6.686962448868708,2.664789237501808,6.403018238867831,1.6491828874661292,2
6.370510189525144,3.082591648962198,4.92220986223971,1.7809787896128797,2
5.438531915816435,3.6828846732049527,1.5344242744670886,0.31199506801587423,0
6.279355988385978,3.504463568337264,5.049194742666917,1.8165301467615753,2
5.254045020360792,3.8379134846559655,1.4187075557541278,0.46994944526713456,0
6.432300560519976,3.0540486430763045,4.9393158272134565,2.331697008393616,2
6.814515746302332,3.0287993065459706,4.910507069456121,1.9644123650016123,2
4.699695262772931,4.323116677998427,1.6167176939946544,0.2083182158259485,0
4.589800052111937,3.2713507455816146,1.6355887569905345,0.43826419356641927,0
6.50757797041996,2.9891928937042525,5.186313305129857,1.755700987386687,2
6.5715494090538655,2.0704859286213555,4.749270871169183,1.0670378121322792,1
5.711569737554385,3.208927941642317,1.4627273860246028,0.30928576239717015,0
7.186662476055217,2.347173425977971,4.816161194682577,1.3740005692420731,1
5.587991635555711,2.717281824259802,5.098792912071875,1.1611023427944673,1
6.100780284063,2.762863123656724,5.4438944954422075,1.373434032046687,1
4.425639672250387,3.7087527980141726,1.8601317259927133,0.25159429806722017,0
6.639716963914413,2.7909653598699697,4.171968840019347,1.1000200147472599,1
5.197998261676678,2.4179499897110857,1.2931797621086139,0.3579007700149264,0
5.138461880559824,3.0379169141972286,2.595455417159023,1.3157855638144442,1
6.5699284945948495,2.9900466754987174,6.503249360305077,2.3045961103819907,2
5.082397536045203,2.98466229286698,4.846798330588304,2.012185818769872,2
4.836236467771377,3.517197410980782,1.8114197081248415,0.25627405946223003,0
7.46650384712938,2.786201024048501,6.220355085851335,1.9657946506908752,2
5.457292756880896,2.558399618458726,5.77120690426595,1.7874446345067672,2
6.1482890794824,2.569265432967283,4.337744297714046,1.5389126862368259,1
4.817986730404973,3.448235973556284,1.1923260002063794,0.302780291573994,0
5.796880520522067,2.477001719642701,4.514486898489649,1.7587954566586297,1
4.761024791094721,2.2664107500370587,5.589735331197048,1.2745483960195452,1
6.298742102239157,3.1765595453359756,2.667013539633026,1.2159282557094024,1
5.972602030142729,2.8565248024892282,5.244817670685437,1.5515388444487468,1
6.797582278319482,2.76221830811595,4.1734676571431075,1.3770865143482525,1
5.862746176734414,2.584754444175675,2.9361569184009095,1.5563318433567799,1
6.183170065259511,2.808933778970387,4.594381576459684,1.4433597595979,1
5.2074777830871115,3.478632829395095,1.4652226716821664,0.17396857086564063,0
6.9845423096455415,3.0622607667444037,6.578400666342539,1.8642276413028451,2
7.2083499733007965,2.8737201948764057,5.007753520285754,1.3622431795902978,1
5.684603806038692,2.541584889292977,3.2575949182668826,1.3266213804927927,1
6.147283301071242,2.535861410553278,5.01044328771861,1.2735513891753234,1
6.220291003474576,3.088659806378535,4.304535638954501,0.9815712944411344,1
5.492607936004852,2.78414201371261,5.2469888222852905,1.4748353834476646,1
6.823490165723802,2.5656938712205326,4.156396239701492,1.374753685618699,1
6.47952488037556,3.5273854707273755,6.374226050754935,1.889687838215198,2
6.77218437507236,2.785887183734123,6.138969113616824,1.7312256788881448,2
5.969253981194221,2.7798449258014246,4.371302494465897,1.4014268979090536,1
5.483190657793905,2.8640382357731378,5.968415388355088,1.7888148372978314,2
4.682597992930956,2.9553498689045092,1.568345782948087,0.3443273298006406,0
6.3409649551916205,3.5090900331026154,3.4411871258403472,1.255368073163822,1
5.062880742038831,3.240671637590415,1.3890256574458486,0.2292883995367721,0
4.953810636030507,3.295213425472579,1.3315199034926406,0.19566651569496635,0
4.830599842595342,2.5275093607102583,4.203852078265699,1.0896170149888622,1
6.452958229010198,3.0966831194758675,5.215124740741157,1.6931039737189406,2
4.918153397808965,3.0858587429951787,1.427993577069028,0.2052953342159471,0
6.213308033766492,2.1503064314787625,3.29793740159368,1.2833212757742234,1
5.897922642404225,3.3444549651221314,1.333948962192562,0.3076988419724893,0
4.684959235856452,3.254319006604825,1.5764509878289839,0.40185733031860404,0
5.769449764858112,3.701150271045588,1.3392045852718526,0.32911443082360403,0
4.526570732822185,3.2721772950723675,1.9482269138041461,0.2583848144138552,0
7.1568586659697155,3.138521485041735,5.813533626532591,2.254734849580939,2
4.864245482728721,3.791837180336346,1.01495714442548,0.1969805980102059,0
4.673891625391231,2.866078464712409,1.493965666674173,0.29618593119756825,0
5.279636952743996,3.8437040808891694,1.4853933040362395,0.3319401233595581,0
6.401048025442105,3.3179479907269345,4.741266346419875,2.0285496672089915,2
4.807500746470597,3.8686322107530042,1.5576252473455408,0.3415065094935984,0
4.162482398385975,4.211342876892095,1.3332329633120397,0.23559539842872085,0
6.350479595152929,2.8810329630551124,5.198314624946514,2.183197071189159,2
6.537570145920218,2.443541703982306,5.765132773254698,2.1498731884540083,2
6.909163711792059,2.954476053784637,6.0463259747087825,2.1219467135699666,2
5.302374112716661,4.298451586374405,1.76772434687809,0.17844020040457514,0
6.657927158123265,2.5638732020265147,7.069675879374859,1.682210543416778,2
5.7000978532058735,2.867018685388945,4.8942180458460385,2.296021758390923,2
5.22710734710305,2.924605311229427,1.5784930282253178,0.4896412405772782,0
8.072305304487426,2.7594251204269953,4.90414733173872,2.1570250441351253,2
5.468974312956897,3.907670873017252,1.7298846872002545,0.4392545253725957,0
6.204056945609167,2.890057648780058,4.562136452485912,1.495463703212866,1
6.70179173368251,3.320469721254598,4.980959252122093,2.1324234582964054,2
6.312450093064367,2.5953008110427516,4.325812362930442,0.9007447470257168,1
5.09079372048774,2.7477306530338943,1.574433736294419,0.22684574303803423,0
7.167245939986279,2.7492201618181302,4.934601984073446,2.2519927004683176,2
5.178515739200767,2.433419293915004,1.4313177800824066,0.15754163602689078,0
6.302867649763059,2.2682169615052534,5.255359166819634,1.5114385997969833,1
5.200570702810433,4.049752823440085,1.3383612829899156,0.31907149667167944,0
7.275407270621777,2.8940644054355102,5.498509294554007,2.1348898804807335,2
5.703702215271456,2.7129183695212378,6.40763778603827,2.0695330492814854,2
6.398470034139202,2.873189296383773,3.5532952238216486,1.541296031083011,1
4.781984953861164,3.291760043334652,1.6028801873140877,0.26362889509124526,0
6.581429611240839,2.7591343462816,5.8451991700233,1.9681329150608393,2
4.7554693715335015,2.4420536061703797,4.01925880491293,1.4561630855628276,1
6.479572230997629,2.9913985486094243,6.724350452618021,1.727417717330005,2
6.056378523298635,2.149459141583641,5.411356393067842,2.139804061716779,2
4.483510255121012,3.207181282068713,1.6577097236634601,0.4590503344564839,0
