age,annual_income,credit_score,employment_years,existing_debt,loan_approved
38.72700594236812,38562.29639046787,688.9812488723692,37.913159796451126,19186.73247187429,1.0
67.53571532049581,182459.523202322,383.89647360284374,1.2293458229400755,32337.156211552076,0.0
56.59969709057025,110945.42704061429,616.9585980917473,1.1061775764498627,22665.640222698803,1.0
49.93292420985183,168762.34389939348,633.6932755105707,16.18051095747706,35499.63058319373,0.0
27.800932022121827,77608.92818551011,533.2718692163123,24.432159520233288,6942.384274609337,0.0
27.799726016810133,181194.18112931607,705.0443295935976,38.52037089038966,51905.97909082704,0.0
22.904180608409973,90056.30217214936,813.9018581229582,34.16476883032526,6761.25635922149,1.0
63.308807288746756,21950.777266453704,809.062682098727,22.295135318837417,80035.65078223616,0.0
50.05575058716044,182968.75575546746,547.9616542722727,13.681333314083293,23371.2081910433,0.0
55.40362888980228,36431.60182150404,362.2809252124154,49.856225007885556,54001.19146045106,1.0
21.02922471479012,77476.45476627468,841.662659429284,21.30906511179865,88007.90875614583,1.0
68.49549260809971,191011.1540691449,761.3939475452637,22.569351216483774,65087.736904719415,1.0
61.622132040021086,191109.2864487601,368.5644746617968,8.181191059583458,53295.77865513353,0.0
30.61695553391381,123218.81986219149,806.4630354395548,39.740477437496466,32433.37531153756,1.0
29.09124836035503,133730.69819056388,778.4429991341706,34.68411128907443,33300.19130581979,1.0
29.17022549267169,100720.19395609756,585.3609314193396,11.03848063943802,66948.69551981901,0.0
35.21211214797688,72777.93890565162,625.2014896597111,4.119052280792134,99413.93612211675,0.0
46.2378215816119,79159.61816658487,519.4514871285717,34.02496510373565,66183.91898493786,1.0
41.59725093210579,141053.3220938669,330.11890135211723,32.72556071405676,55778.34173700249,0.0
34.5614570099021,155427.4152987824,484.3584829052455,13.662976349910466,73065.0510239246,0.0
50.59264473611897,162484.22787065274,741.5693967289062,47.543178112520515,46520.561228371815,1.0
26.97469303260209,162131.2657030197,302.5476126525316,7.552894589045012,6014.234260078521,0.0
34.60723242676091,36417.09854876426,483.4245444301293,21.616740052130094,56229.68158779098,0.0
38.318092164684586,108995.65484646466,518.9927814750188,47.18079600837994,95762.52845053803,1.0
42.8034992108518,30360.576802995973,595.5675816158575,20.986365846306114,17530.294235765963,0.0
59.25879806965068,118915.1988182724,805.9205890270182,31.92629738320428,69000.48908206658,1.0
29.98368910791799,99475.49024720787,490.4902969012787,19.879719898139715,20093.368865905646,0.0
45.71172192068058,179786.75289649397,490.82426104292523,13.710760117433502,53582.768447308124,0.0
49.620728443102124,83164.70225937417,705.6256864603615,49.19888239799141,9667.644964671961,0.0
22.322520635999886,41072.06295696905,548.7198674893939,20.46670031575215,45037.09362581852,0.0
50.37724259507192,45738.50276951045,423.53265261699005,44.70496018395672,75616.33288952461,1.0
28.526206184364575,157071.913709145,548.8417338729814,11.497730294554309,34757.15242389821,0.0
23.252579649263975,131279.251396927,377.4713612088899,10.655235201254165,66491.1724487218,0.0
67.44427686266667,38202.081702102245,397.0128425784228,1.556704144225568,79544.99607897292,0.0
68.28160165372796,35139.225100699536,574.1022750067139,32.58334126879425,92717.78194794526,0.0
60.419867405823055,146174.4436626416,530.4089972275013,18.426317186188058,23464.208185545354,0.0
35.23068845866854,33097.341145554834,803.165245587455,43.21791249198185,39931.59158093081,1.0
24.883605700319194,167934.8106722641,499.3166445141482,23.66049533457786,15241.601333041743,0.0
54.211651325607846,147123.6008881693,619.3235926529239,48.40967139573608,99248.35021583752,0.0
42.007624686980066,34642.780515541956,647.7453583557417,9.276275785156058,92700.09679242953,0.0
26.10191174223894,35270.78853533455,307.2019511235835,43.43115839778054,53995.71302805596,0.0
44.758845505563514,197595.12413021157,664.9455546091908,38.829842639587085,84203.32943764213,1.0
21.71942605576092,87368.74323610165,397.9197817783633,38.5460922322026,52095.79772720422,0.0
65.4660201039391,86715.58647204036,828.5886746082003,42.239161405844385,62358.56880027597,1.0
32.93899908000085,166303.92210635045,381.76450026421213,38.05119954714994,8912.443211601661,0.0
53.1261142176991,190504.74392909458,528.0432680498631,31.31101608157077,75527.0420496808,0.0
35.58555380447055,197480.19148811675,346.9423174432541,6.562243884119379,12771.348363523482,0.0
46.00340105889054,155608.07334660948,848.2808385152711,1.6263089745625958,82606.76302525283,1.0
47.33551396716398,87726.72539556483,576.2072556821834,46.04239239078434,78202.80876703859,0.0
29.242722776276352,35030.12900576038,627.461759526024,30.832515726036902,70874.46977429764,0.0
68.47923138822793,159886.44486693863,336.89206256363514,39.826864548808814,3616.0380524762113,0.0
