x1,x2,label,point_type
6.180999144550795,5.617147829864615,0,core
0.7581358702226939,0.737661436424432,1,core
-0.5007125964819777,0.4757184242542731,1,core
-0.1537703214862583,0.2499788000582224,1,core
5.600361736241414,4.888043029025601,0,core
3.9393662564610135,5.956811987211167,0,core
4.252665699432184,4.900334360485094,0,core
4.497089045123294,4.8505869938017065,0,core
-0.682277169159125,0.5509592226197164,1,core
0.4379671434355043,-0.6000102894913978,1,core
0.0035794196497226,-0.1642109933626028,1,core
4.9238678960802,5.281198205469259,0,core
4.807463811993849,3.3886551846850907,0,core
-0.2744757071925103,-1.024460463692483,1,core
5.196694307414523,4.564110336125585,0,core
5.382968166819026,4.858465143296274,0,core
-0.3397544834803724,0.0573118975704257,1,core
-0.0809537976717683,-0.2107725869125021,1,core
4.07583675508555,6.282021136098048,0,core
-0.5112566422019956,0.1515210127073823,1,core
3.5132729929831354,4.631971484823468,0,core
5.226916446741909,4.908899861942621,0,core
0.3996233574852169,0.7948959481264192,1,core
0.0679542845436282,0.6780514933730224,1,core
-0.7496247486427786,0.3377306906702297,1,core
0.7216996657471656,0.651896083381339,1,core
-0.3224471396718512,0.739985558353241,1,core
5.665296686730235,4.596167441036318,0,core
4.086871349646603,5.468770784181027,0,core
-0.4211946285605778,1.2965947291562565,1,core
6.485509337908843,5.722725682385803,0,core
-0.0504070851062336,0.7024730285244168,1,core
4.919822108323167,5.866471418381424,0,core
-0.8339124480418539,0.4595875260436807,1,core
0.6678012344452415,0.4559738759140586,1,core
4.910457685963463,4.331121691579702,0,core
4.42724552173657,6.464671092979822,0,core
4.691968859312111,5.091518404100264,0,core
0.5537223629301328,-0.6365712183563172,1,core
0.1212266480958274,0.2697221658101857,1,core
1.620260996671456,-1.3070856348142237,1,core
-0.9643685575699636,-0.6564775279405859,1,core
5.249910840175533,4.514963283317542,0,core
5.740897140794711,3.76888235950382,0,core
5.629719912803275,5.215109664613626,0,core
4.986688654468118,4.298229444753534,0,core
4.424445723103498,5.170581048044339,0,core
4.4121947104734565,4.580425148189184,0,core
5.436883871936509,5.439841856484996,0,core
-0.1346526753467857,0.2110831396335287,1,core
-0.5659455220252313,-0.3512299305091755,1,core
3.936441023832191,4.661036148993624,0,core
1.3203301308473712,0.1222044689822872,1,core
-0.6226601007378663,-0.5710671994758068,1,core
4.985368884225096,5.082129168316148,0,core
4.847623157740946,5.769143796391033,0,core
5.610624445704475,5.128339404016846,0,core
0.8110169053051828,-0.5744776228461973,1,core
0.4533819766704847,1.0661208994856175,1,core
-0.3708321426369271,0.3592872031793492,1,core
0.0472697432815466,-0.9973237303494196,1,core
5.403589874139037,5.217875108180476,0,core
0.1592219542228906,0.9149999279976996,1,core
-0.3125604664469147,0.5994791560264305,1,core
4.587444670139052,5.5947214679147175,0,core
-1.2074424827591228,-0.3936012704686809,1,core
-0.1717716812020093,-0.5276153150502426,1,core
5.01715712198126,5.348598803871814,0,core
-1.343139850709329,-0.0185597128144518,1,core
-0.2399001615687386,-0.5615940884551331,1,core
6.507227720258089,4.462856705978365,0,core
3.5527905299720866,4.937615972341048,0,core
4.422151962245242,4.775029910842904,0,core
4.99142725900716,4.371921939959918,0,core
-0.8658654976146574,-0.9243196291589932,1,core
2.731112861951649,4.282928651065998,0,border
3.986340960951873,4.014775357936411,0,core
6.151477399450899,4.825674772310535,0,core
4.468607136912412,5.105275650533345,0,core
0.1936835595310133,0.5790282743252166,1,core
4.640293157864314,4.258550534677734,0,core
-0.0539711965898729,0.2388063823716507,1,core
0.0421611469587185,1.7242694787397002,1,core
4.612445486256973,4.161485475187806,0,core
0.35349109528632,0.606028635919085,1,core
3.807632292451392,4.961116610772367,0,core
-0.4738454002141711,0.4281734021886075,1,core
7.155216565918666,5.783702438004204,0,core
-0.5874522662558469,-0.2164486630958502,1,core
-0.3324617178126693,-0.4573304628015983,1,core
5.079462141675874,5.4634914721647325,0,core
5.0530631907356085,4.525986801941522,0,core
-1.417599810660325,0.1305180203385993,1,core
-0.6187002053407931,0.1076075741618695,1,core
0.1693735900962238,-1.3392961712604583,1,core
-0.7436125996082734,0.3315147014446271,1,core
6.05164993646722,5.051866346293843,0,core
4.371109730056149,5.344343420054554,0,core
4.295787832950209,4.150067971048587,0,core
5.084206942198329,5.360107183841125,0,core
0.0449960133668239,-0.7544213445505142,1,core
-0.1128999981662063,0.2828355997701768,1,core
5.886837804430636,4.504631374066854,0,core
4.811415215888809,5.5022795790571735,0,core
-0.2206884712482419,0.5312784543452872,1,core
5.217635295918603,6.032749351864687,0,core
0.2405328026979229,-1.2341281087539138,1,core
5.429916690030398,5.530255397033113,0,core
-0.4204470829431634,-0.2041856248552937,1,core
5.810677611450047,5.554163885774055,0,core
-1.0349653932571992,-0.503890945876296,1,core
0.1498656208911427,-0.8720171450983916,1,core
5.577791444291621,5.569456745200447,0,core
-0.99075951943529,-0.2944517259357513,1,core
-0.7744344818042197,-0.8373446368564695,1,core
5.003670589802728,5.03288641563532,0,core
0.3605246870460618,0.3596501656385461,1,core
0.0609329477667198,-0.2093051453261072,1,core
5.225902992236662,4.420938339513374,0,core
4.893750433475092,5.411822044539203,0,core
0.5757814384722323,-0.8545905549797155,1,core
1.2358179681967678,0.2834871976726688,1,core
1.0345258313190613,-0.3627891527915531,1,core
4.547398981030232,4.242916397469924,0,core
0.0091013243145349,1.0174738540101218,1,core
4.324553577593927,5.480236021998907,0,core
5.91383516500803,5.014702689142931,0,core
3.883900638843943,4.580437483932359,0,core
5.171476599776106,4.645139777240209,0,core
-0.8402074849390433,-0.2341508650886638,1,core
0.6743632904710253,0.2889466488555488,1,core
3.800805829636386,5.947710661915789,0,core
4.854314424749908,4.6548993457388175,0,core
0.2318844019824947,0.6828815889856514,1,core
5.498130414662223,4.212750535713491,0,core
-0.8056955041956119,0.2629886128419703,1,core
0.3605333804142335,2.6969120434583047,1,core
1.025954138245088,-0.1580434103405749,1,core
-1.125238264192859,0.1292437009726129,1,core
-0.1564239497280956,0.4998003458644643,1,core
5.477367079906474,4.7828132703845805,0,core
0.7999759701605144,0.5263531228807419,1,core
4.994419151078368,6.035960897223018,0,core
5.268845814257515,4.977113676334135,0,core
5.054157815353332,4.397101059070216,0,core
0.2531452175333439,-0.4515838282235869,1,core
0.1753449952421135,0.2425137466478829,1,core
5.256618772267794,4.342084149570852,0,core
-0.4632505253378715,0.5967033343573568,1,core
0.0319002879326696,-0.4561202433240719,1,core
0.2051507313090768,-0.5000459926184574,1,core
3.926120080485064,5.8943737753289565,0,core
-0.548277304635366,-0.2254430613439728,1,core
0.2072841939452032,0.1827386905259225,1,core
4.309991767565119,5.352832560862491,0,core
6.085806382865766,5.080972244005001,0,core
5.483100794197779,4.719145669679914,0,core
6.1400308818999045,4.033928979249576,0,core
6.493123362259387,3.633538540334249,0,core
-0.7089817842340966,0.2199731328166917,1,core
-0.0094480573165537,-0.7403976502691302,1,core
0.1819179559738964,0.5472760102441172,1,core
0.2504511522437982,0.392549168457764,1,core
0.4107999656601891,1.533318938066985,1,core
0.0697559555613488,-0.3524329578813394,1,core
0.5754421119961429,1.327755087857763,1,core
5.289052017992937,4.605392813037218,0,core
5.682583813392426,4.897059832948503,0,core
-0.3810679071676278,0.0776458127969062,1,core
5.31067359970236,5.542243837400536,0,core
4.312943944266435,5.32347243198429,0,core
4.419703492354549,4.607873271862121,0,core
-0.3286320701544664,0.3797920305101752,1,core
-0.6356168528648476,-0.988612590934704,1,core
4.171719041133958,3.5725374755679296,0,core
5.067897175494903,5.41660991780584,0,core
-0.1639073623063351,-0.1638958698644263,1,core
-0.4760173051049435,0.1625775880127024,1,core
0.0407461029121999,-0.8000792084814361,1,core
5.139341786901429,4.579848185988844,0,core
4.117381231965468,5.642503362938343,0,core
-0.025078227376966,1.0952505590698045,1,core
-1.8338215728628209,0.5753317530626566,1,core
4.273927691971481,4.866762925341474,0,core
6.1102117713017465,4.1335291508212055,0,core
-0.1852597832665692,1.904118416612733,1,core
0.3476999071078628,-0.0967850108198292,1,core
-0.4914371657141466,-0.2293635026184377,1,core
5.048861459493013,4.730280482196768,0,core
5.825508028844679,5.047262936987076,0,core
-0.9297302342289012,0.1378028651083864,1,core
0.1462045165033287,-1.3717690867158427,1,core
-0.6435969639636622,1.0849540835122775,1,core
6.442523547417391,6.228738589710243,0,core
5.8943654270518975,4.585900027814919,0,core
4.62864919667263,4.596927231548724,0,core
4.823202294024788,4.126551772624605,0,core
0.6407814823914518,0.2301257767617791,1,core
4.670273186067174,5.162434956150346,0,core
5.2326198083857145,4.476059424410413,0,core
4.38706722263067,4.032040188324965,0,core
6.008891302346281,3.9948964941743927,0,core
4.68495416996453,5.435994952643249,0,core
5.451763164709603,5.958042090272644,0,core
5.239229183044012,6.3133195874511205,0,core
5.068373268984182,4.458893151301173,0,core
3.875487575819699,5.1424245451070565,0,core
4.987040804805327,4.797938952755903,0,core
4.628819667139291,4.44498901741636,0,core
-0.3303523060526034,0.7622654178771562,1,core
1.5007608625277278,0.4437433156226078,1,core
6.1426879127521445,3.998901035427557,0,core
1.3060421578013297,0.3316830446382512,1,core
4.921370365216419,4.845321280326744,0,core
6.375307593041472,5.02468448638021,0,core
4.825725096064649,5.680099665668049,0,core
-1.0854644017462929,0.0479940823642191,1,core
-0.3243923849687236,-0.3260108274991798,1,core
6.06618685408876,5.377237030579261,0,core
0.2529769238558897,1.0766255965261784,1,core
0.0642325435748516,-1.3912982402206249,1,core
-0.3354219664917029,-0.1299612836646719,1,core
4.351148669895342,4.95833225075674,0,core
5.814214626508472,5.007163142713711,0,core
0.180285273505935,-0.052112141036317,1,core
5.523105523586283,5.427259185803425,0,core
-0.5927556026478834,-1.0603930572801052,1,core
4.51019214440519,5.149785937513955,0,core
0.9819560176552694,-0.9812957439545964,1,core
6.53286205325237,4.434191200251394,0,core
0.3653590959318283,0.2078892712632302,1,core
0.3312663372014813,-0.0509802388598109,1,core
1.105448970855174,0.5372043104070361,1,core
0.4803821332621594,-1.1289011098327562,1,core
0.5694620521587688,-0.8616050215037686,1,core
4.470554478300988,4.0044224032816285,0,core
0.5169266059967873,0.1199577968329793,1,core
5.569003483187272,5.440740189346529,0,core
5.3635425599688205,6.0729172391018045,0,core
0.5687680756759386,0.949368019999576,1,core
-0.5547645169028904,-0.0803155090268293,1,core
4.92507874803181,4.275330374306439,0,core
5.825608084504901,4.671577043526707,0,core
-0.5409776501763002,-0.1657730247180062,1,core
-0.0242982387936703,-0.8180746263336723,1,core
5.156864737267291,5.008814680547256,0,core
6.015800525456529,5.671489578259645,0,core
4.95612463190878,5.6685996243508665,0,core
-0.6933754275914819,-0.3964084107219403,1,core
0.2268587785763564,-0.2695575962914215,1,core
0.7417221392525253,11.11285751537849,-1,noise
7.175890952605291,4.775852715546659,0,core
-3.191664472036143,-3.192098633948352,-1,noise
-4.9544949809724095,9.591170623948834,-1,noise
4.820070211377759,6.745306400328818,0,core
-5.629479102675556,11.458377338915898,-1,noise
8.983967534407592,-2.177896007791029,-1,noise
-2.727150590272189,-2.6987188226381917,-1,noise
-0.523639626728321,3.4456157693802805,1,border
1.7750103355580835,-0.7578754764352453,1,core
5.013352105002831,-3.4891105082632468,-1,noise
-0.7413963263660737,0.5945131792864506,1,core
2.209259715906647,8.133167305074245,-1,noise
-2.405871921149525,3.256219891445008,-1,noise
4.663462239516765,-5.163892571040041,-1,noise
4.93580733422589,-2.9305657736287527,-1,noise
-4.829071326264969,11.079939670559998,-1,noise
11.381376595342068,8.5511522660963,-1,noise
-0.5169521548793279,-4.24190194788509,-1,noise
6.316194477218824,1.922744887312824,-1,noise
-3.803311772793981,2.913184382002864,-1,noise
-5.381006619926069,10.36776723741808,-1,noise
-1.3419603311996957,5.925401118371676,-1,noise
-0.3892006303906026,3.361224381200594,1,border
3.8407850281790346,-2.672619800540513,-1,noise
11.452523299762053,7.952390820500062,-1,noise
10.910980948155403,10.106892307697676,-1,noise
