x1,x2
0.06344785310233647,5.4208036155442425
1.3296701429692936,-0.48570029545711857
1.7373078036934886,4.425462343941218
-1.6128347801935181,3.1121751993788944
-1.7464450415531187,1.8338456406611883
-1.518276114304329,3.4448864697877823
0.02458305365138358,2.9621565212972563
-0.24916544028367293,5.148150303849937
-2.4874083948550534,2.1247648986254513
0.21196866423260552,3.9122766526486217
0.118987715586371,1.0864422567317653
2.6225577992855476,0.6749885594227824
3.7034024536404377,1.0618914154252708
1.4201333112919208,4.637461654822657
1.7875339845389115,-0.23034767153207003
-1.7438535831585544,3.3632755122279203
1.3786117197240442,3.618977236508077
1.3526956097021245,3.2043865368641953
-1.1879998880059608,4.93892582281792
0.866408263648849,0.3908473056392493
-1.9660935350240534,3.0992206905509443
1.2893377801973964,3.449691588146665
0.8979122622420244,0.5853714088122435
0.08080351735281943,4.690689825307652
-3.2081222287163387,2.028910903237673
-2.4570605157462264,2.739293169245794
-0.07228288652059756,2.883769390269415
-2.5568392965308817,2.567938896744018
2.6337890191617563,1.247318116931111
2.7450856859676662,2.1995098895029352
-0.9370241924873859,2.5540234513623328
-0.09448254296404746,5.358239054379527
1.6015015295736825,2.701729671841642
2.2117740593982536,1.1298446961382127
2.8285204988354775,-0.2862169802553809
-3.4787081147035073,2.2579905316036246
2.5490092987820665,0.7815597209035703
-0.44870670950766756,0.3586975949890263
0.20635400410117866,4.843036518740207
0.47232912409779604,1.508043039045142
-1.6579580247633177,4.050962140892844
2.3416112103251576,1.5065074944133876
-0.17119857386460735,3.8659672827039557
1.241903262228675,-0.5687606678645771
1.427179961791299,0.4166365414771491
-1.3629754407693189,3.0142036172543194
2.3357092267491737,-0.09545995099164384
-1.919293011371542,-0.12826079346680386
-0.39830994870733694,3.413883207677085
1.456613584509892,-0.2182333260224576
-2.0962160666920906,3.1877866162738844
1.897600505269062,3.154387157236146
-2.2049297947863558,4.215728051984222
-0.712384190734039,2.976807850514753
0.9284417126761344,0.166985907073112
0.06897171416325287,4.355732723244529
0.7082667075951147,5.106243723244785
