x1,x2,cluster
0.0634478531023364,5.4208036155442425,1
1.3296701429692936,-0.4857002954571185,2
1.7373078036934886,4.425462343941218,1
-1.612834780193518,3.1121751993788944,0
-1.7464450415531187,1.8338456406611885,0
-1.518276114304329,3.4448864697877823,0
0.0245830536513835,2.9621565212972563,1
-0.2491654402836729,5.148150303849937,1
-2.4874083948550534,2.1247648986254517,0
0.2119686642326055,3.9122766526486217,1
0.118987715586371,1.0864422567317653,2
2.622557799285548,0.6749885594227824,2
3.7034024536404377,1.0618914154252708,2
1.4201333112919208,4.637461654822657,1
1.7875339845389115,-0.23034767153207,2
-1.7438535831585544,3.3632755122279203,0
1.3786117197240442,3.618977236508077,1
1.3526956097021243,3.2043865368641957,1
-1.1879998880059608,4.93892582281792,1
0.866408263648849,0.3908473056392493,2
-1.9660935350240532,3.0992206905509443,0
1.2893377801973964,3.449691588146665,1
0.8979122622420244,0.5853714088122435,2
0.0808035173528194,4.690689825307652,1
-3.2081222287163387,2.028910903237673,0
-2.4570605157462264,2.739293169245794,0
-0.0722828865205975,2.883769390269415,0
-2.5568392965308817,2.567938896744018,0
2.6337890191617563,1.247318116931111,2
2.7450856859676662,2.1995098895029352,2
-0.937024192487386,2.5540234513623328,0
-0.0944825429640474,5.358239054379527,1
1.6015015295736823,2.701729671841642,1
2.2117740593982536,1.1298446961382127,2
2.828520498835477,-0.2862169802553809,2
-3.4787081147035077,2.2579905316036246,0
2.5490092987820665,0.7815597209035703,2
-0.4487067095076675,0.3586975949890263,2
0.2063540041011786,4.843036518740207,1
0.472329124097796,1.508043039045142,2
-1.6579580247633177,4.050962140892844,0
2.3416112103251576,1.5065074944133876,2
-0.1711985738646073,3.865967282703956,1
1.241903262228675,-0.5687606678645771,2
1.427179961791299,0.4166365414771491,2
-1.3629754407693189,3.0142036172543194,0
2.3357092267491737,-0.0954599509916438,2
-1.919293011371542,-0.1282607934668038,0
-0.3983099487073369,3.413883207677085,0
1.456613584509892,-0.2182333260224576,2
-2.0962160666920906,3.1877866162738844,0
1.897600505269062,3.154387157236146,1
-2.204929794786356,4.215728051984222,0
-0.712384190734039,2.976807850514753,0
0.9284417126761344,0.166985907073112,2
0.0689717141632528,4.355732723244529,1
0.7082667075951147,5.106243723244785,1
-1.028213738312078,3.965854417301176,0
-3.8910778303630855,2.938216443038366,0
2.509049292904953,5.773146097348676,1
1.099322520940101,0.5516818842385505,2
4.011179829683572,1.2877569826258632,2
0.301937417889119,4.335617885722741,1
-2.706061943859593,4.219310332997884,0
2.8968987855065143,0.648205079776988,2
-3.815524053236434,3.16936667635466,0
0.9369872603189996,3.135693829707193,1
1.6558184921700028,1.2677195477854557,2
0.3404240001676141,4.9802206223948895,1
1.51240604541616,1.3137137061993625,2
-0.3455254119336195,2.2859785033279554,0
-0.0069091524561326,4.6374715687493175,1
-3.896490918448509,3.781934561830771,0
-0.6510712516345745,2.802774792845896,0
1.9215659617644387,1.9754074659142,2
1.1845450566233553,5.280426363932103,1
2.3351921204761164,0.7995132702949789,2
-2.0444230557323086,1.939052401974353,0
0.6070882406040514,4.064408149872464,1
1.0427873009296629,4.606259225188172,1
-2.932866929489805,2.327824615463583,0
1.897128902327314,4.622514980391411,1
3.419799369535349,0.2082144753879992,2
-0.3396373319650261,3.842202722633681,1
0.2367070821551817,5.846801922855126,1
3.359414853410437,5.248266814438804,1
0.6312066124503464,0.4043437765757428,2
-2.9734387127852933,3.7181802106731503,0
0.908028473221864,6.017130049097757,1
0.1728604143726539,3.614237549698189,1
-0.4305571675561068,2.6836664599885864,0
3.521846237007056,1.7502155993991688,2
-3.0773333583053866,3.335201082364958,0
2.4703491517041014,4.098629063682589,1
2.5763323978856363,0.3218756901248707,2
1.937103476304308,0.2174854559410864,2
-0.2942149199392385,5.273184035606401,1
0.2867290707558472,1.253145452681706,2
-3.159538539456401,1.3501145370246688,0
0.622276167293011,2.928836034030371,1
2.7490406741230107,0.7380902217916699,2
-0.6316437403319755,4.292846327726113,1
0.9867700992673156,6.089657821354225,1
2.80245585563751,-0.2912812952657992,2
2.075929674433608,4.959051058170988,1
1.923522046320243,4.148777234357556,1
-2.49800858366639,3.2326994658489467,0
1.3326364757208968,5.010360495640338,1
1.3505672455766442,1.8409243849074317,2
0.7210090500301245,-0.4490538458596185,2
-0.0579727632379696,4.985381845730017,1
-1.175123902540547,3.2971177948687096,0
3.139506027827185,5.640315276884782,1
1.1031821712501149,4.705776690893091,1
-1.788549458932806,2.73563747754318,0
-1.9115494363644232,2.474046168177925,0
-0.1281132608819555,4.355952406709364,1
2.843829038973065,5.209831985723775,1
-0.2002967079693114,-0.1248431836976666,2
2.7216506034647923,0.4369438725493835,2
0.3571617020006234,1.2849441353330002,2
-3.766508071883642,3.31938131642341,0
1.363217673648487,2.434040714183735,2
1.1108212655146277,0.4876139667353883,2
2.481526252210979,1.5745716949681825,2
-1.711957684231247,2.110233773716767,0
1.5916715467867837,1.3791451337113991,2
1.6143448891402865,0.6173081647534278,2
1.0697567837487272,-0.57417134752565,2
-3.62150708442805,3.041604175566629,0
-1.0637736839032983,3.196978025725576,0
-1.8743546657204688,2.3366137844727977,0
0.3326516757136045,2.080384175223964,2
-2.806593186426145,2.33245105705535,0
-1.92213299587626,1.7584617449332098,0
1.6703877122516024,0.9920152492550108,2
-1.5726079738821404,3.138389917090296,0
0.303809630770544,3.9442341659078486,1
-1.7689238430921248,4.436143431688828,0
-1.2847860522367824,2.029162003979492,0
1.6905739770411925,1.0543675152103007,2
-0.1888797622368614,5.2046138144025775,1
1.864614027851479,0.5028141459044866,2
1.441932518276955,2.7675436411711662,1
-0.65794052632511,3.194754167179251,0
-1.8360184579936143,2.68441559978943,0
-0.2765252815034311,5.0812776832803,1
-1.2426243424146908,4.660551041988754,0
-1.0694884070009143,1.9532702475993944,0
1.4029739214978587,0.3764743476368259,2
0.465464940977622,3.123155143325978,1
-1.3134239643117365,1.7093086075999016,0
0.4666178967948415,3.865713025837203,1
3.207599086215998,1.977282251974758,2
-1.749509694170226,2.0048030432913264,0
