support_calls,usage_hours,monthly_spend,plan_tenure,satisfaction
6,0.4863193286290768,59.97276264847265,1.127183202601321,0
3,12.909445918143357,65.76381545451453,3.990800850145906,0
10,3.542213588140979,21.85189871727887,17.71280679423289,0
7,18.809171687058285,58.99116829092772,1.9871680302030352,0
4,19.078571540051747,90.791198319268,14.475650627193318,1
6,18.29728780440897,61.333040440256575,5.888378632351703,0
9,7.4031740051088875,35.72373478954613,9.343094737007437,0
2,0.30913233057734857,44.98440261917423,6.928649682496797,0
6,18.566371251754507,143.62584272949047,8.53614519515878,1
10,8.563682966346287,69.83677833767983,17.257101724421894,0
10,19.333096380873393,115.63825970394188,7.1309211749562005,0
7,19.272399541785056,155.9910085479085,13.593711367125533,2
4,17.060189109347203,210.21450030251594,11.425209652778392,2
3,5.888977841391714,21.400520553918692,15.928107968703555,0
7,7.701954572038505,241.82901568362237,22.48391374379419,2
7,17.022733430337137,192.09111295236326,17.581730333046007,2
2,6.338440103125553,33.71011926517285,5.158569086178162,0
5,3.3898549337218498,263.33780099096543,0.7483952414708321,1
4,11.136025249167004,277.0529961542258,6.294337063195802,1
1,18.72309548321562,27.712608357910486,14.281870336806115,1
7,13.92059593349946,90.29451796268908,1.2342195236220084,0
11,11.401223401787298,243.79837113998778,11.912789932829671,2
5,1.9435298754153707,226.99531021126091,14.32422837400534,1
1,12.300144533983396,63.511095613349426,8.021853379607059,1
11,19.801077002085265,70.71130376764599,18.501892889899725,0
4,2.8016803047304806,117.43690980950078,2.5583580752105233,0
0,10.366593047274735,150.51166570539618,1.8033067616594103,1
11,17.547461438559107,189.29388374378584,17.476530148886482,1
9,14.815372355084088,116.984955475234,11.891791588948763,0
5,13.94031481990536,144.1350676786129,16.521657514265666,1
11,14.049681679742186,226.7665720587894,10.43585612648991,1
8,7.189823024395103,20.63812883827339,5.9136487977385634,0
0,5.871836885289867,83.20671385976601,19.658455624180792,2
10,16.187223109570272,216.87137990652022,19.185981095255503,2
10,16.202267893583617,269.6099829292878,16.67271530050624,2
9,17.341446371602075,158.38645821354316,6.531483293519105,0
11,18.264811051129428,164.31291072694154,14.16553600485809,0
11,10.226847977218757,41.07988328853506,8.663373526560644,0
2,10.030325893743992,139.74958637880184,2.1979697598392196,1
11,15.965903579335503,164.45900727195672,22.015525811093827,2
6,12.999278615555303,80.3164460540716,3.2836471420550737,0
3,14.039337545154067,88.08053697532048,22.80569649169926,2
8,15.91585338872202,119.41240730034056,10.704138550990937,0
2,17.800106836351326,15.820647355540647,4.4431902921268716,0
4,6.759903137030716,103.4029580191217,13.005622737080596,1
2,7.51165905279888,71.31992202899795,20.9507000610338,1
6,1.87963879681738,104.97423213159524,17.573397273829467,1
4,11.56560281992348,44.73101822758285,19.357467548674794,0
8,0.7188454759348417,268.25291141456955,15.810800801057216,2
6,9.311960362649202,182.14181153067412,16.61463754842846,1
1,10.852892694151532,206.939672551902,20.380695637567662,2
3,5.730825042565688,238.8596591961281,5.992032212620463,1
8,11.816665211380215,154.5482376894266,11.746199127435371,0
11,0.6100049987809886,35.206883545352866,5.309026603670453,0
1,0.7469637749842883,165.76089712737885,23.704032191919527,2
9,16.452011213193167,180.18392422605496,22.65742415247872,2
8,7.203812828225258,226.1774475134557,0.9462434728441416,0
9,2.5412102530376957,135.18126840660702,16.933804140376523,0
4,10.444865201096087,46.99828781071349,22.205959617975978,1
1,15.399871061972217,92.2950126816301,4.333808283056005,1
3,4.316420549936863,115.29386595560418,13.630685533263108,1
11,12.457809516380005,197.31599998616434,21.971719142113002,2
11,1.70694929987536,175.52570835398444,0.8147034860591722,0
6,1.033634423372154,113.26805051037542,16.738086413924158,0
11,10.62709263136296,296.0894221499641,7.136376176941218,1
7,10.81270243220213,185.67469761349727,22.18550868903673,2
2,12.748598029964132,78.7957696034384,23.305397883968826,2
0,14.52182667445323,39.516917059917084,22.662395738722413,2
3,19.51704158925069,54.329150363456286,11.38114119977913,1
1,10.326006966023906,81.32774123150736,20.689023623743523,1
7,6.459129458824919,56.59759824527114,20.26918556484169,0
3,15.903723895374073,64.10443697487867,7.658411357838135,0
1,5.416645025241484,92.67759892121566,19.893971379616257,1
5,8.779428414112722,60.2783426354789,0.8881832331718229,0
5,1.5691276268453191,270.0619731416633,14.310477083569273,2
9,0.5070148683091502,33.26778624187624,5.520212094904873,0
3,19.252968293558503,162.10830297537385,2.8936052586546914,1
5,16.719602410244118,129.01507982700184,1.8468768391010197,0
1,13.91948412187396,294.88979890349583,16.710930621075356,2
9,8.179058888285397,42.49128162873518,8.156999130433586,0
11,3.4658864014169155,125.37812372326508,17.394402516690274,0
1,3.128740853421721,291.14642564985695,1.5685521791746169,2
9,5.004857963291906,260.9970665092543,7.566968107934648,0
3,10.984533294122409,246.95090057529117,12.947791017008093,2
7,14.291918454001246,84.79181984303256,18.977355956135124,1
6,13.203947534354626,59.557400343119085,7.650060070369678,0
11,5.598677938918857,203.906533778085,15.021393034488218,0
8,19.09730561326388,279.5190368469999,21.26346595766849,2
7,14.75793833391537,171.46123897403965,14.78071651637531,1
4,11.087081050228013,175.76767994627096,5.59102739408721,1
1,12.234414924687044,91.19393716148241,0.5856187573569125,1
4,8.392001248555799,233.1529506256617,20.882372973622317,2
7,4.954619790023149,64.24268708168178,0.5104658604092913,0
9,7.119453573025232,103.86697855723067,20.992840144420786,0
8,15.156922209287382,133.37656719876088,12.694491216653088,1
11,0.28786977259511737,157.20700981849197,22.53762476430951,1
11,2.3214528101383247,80.29882240037327,19.17079765856797,0
11,0.920052840435055,43.302679174369025,23.9504186528001,0
8,0.8145760463794027,187.07981230807346,8.417083570841044,0
0,17.109211680220145,93.70286043967417,18.412518934347045,2
8,14.073157187600474,178.55908421255756,9.646341926621812,1
6,9.483476581746505,54.76518742951867,11.517014887293811,0
8,1.9566832130200296,149.53062953789706,15.060131117240882,0
7,9.832317502336647,164.4509354399599,20.96825074047213,2
0,9.469435415611313,25.028825678503804,23.618003260783084,1
11,3.4640373982003037,107.61524067623697,18.438561932748435,0
7,8.67703298475946,48.98025631230253,10.02640277201601,0
7,7.970094687947469,28.378741437102647,10.112568054649685,0
10,12.31700196104433,297.0884673930841,17.701975238133397,2
2,12.701873017352876,103.48261504266966,5.730651498439256,1
0,0.9060801954408904,244.8635892978441,2.651378715153472,2
7,7.492252292529424,83.84578988149151,8.510931783378638,0
2,12.517198314284727,207.6357894449395,6.893735799697962,2
2,10.062725171601754,230.4660793680091,7.111394890943762,2
0,17.129796823766444,182.73523477627484,5.6065860251978386,1
10,13.1738726323789,146.75709467954593,1.0102365512726852,0
4,3.258688541628594,129.43386510270787,0.42897443360193144,0
9,1.4113749480085969,111.17179729746864,23.705337353664756,1
6,12.848385564126312,279.5634518318695,10.266555209660696,2
9,0.5302262108324363,250.87962825844144,9.223839531832361,1
8,11.715511625469265,289.8578040932886,16.311534784633675,2
11,18.80460482849915,46.04619481080797,5.23809330876154,0
6,11.50948355751758,221.95156780905683,22.799068414805408,2
8,7.763398524130438,282.118732478101,18.872280345973248,2
7,12.865764368847064,62.55758918804144,2.1458640554942283,0
11,9.165057809830333,29.283917536365472,10.02193861883828,0
1,10.9123357863187,224.92498829411713,21.098839381491953,2
0,18.8292961755305,176.59720282217444,22.673568534993848,2
6,7.722052756015485,254.1303452598989,11.217636269996873,1
6,19.223811276478283,50.533989221623955,14.721873341056984,0
7,18.107012839121275,240.62752043936817,4.008814706209805,1
4,3.915822695785929,68.47192281384591,23.788047027287437,1
2,1.387226017503309,57.46022343105431,5.5601208332026415,0
11,2.015560027548533,57.637081399987956,22.625562579243017,0
7,0.36443651303099456,246.2266688671008,15.591519575816843,2
5,1.888859215118568,202.90719400189803,14.585683077092618,2
10,13.660135468327137,161.6889731830446,12.304524264396207,0
2,1.4237729692045797,114.06084039581572,5.5360754812262085,0
0,6.379512605875226,264.3881568358014,4.236672768132198,2
2,16.89750621938909,123.80908115256426,5.2916690176842085,1
4,0.4654387147165173,246.81383744675736,4.474518291462108,1
2,16.289369651778717,137.34912348536335,18.71002736560208,2
0,5.637095495467999,119.3138845332232,8.403006220001522,1
4,2.363296552433125,144.17713784418586,1.3882242375215128,0
9,13.934743307283012,97.3995835076012,23.25846312337947,1
6,12.57885693559768,226.80672025111284,21.210861239122217,2
6,17.54944027054106,155.78891312681895,22.26605479668511,2
10,14.701420876077716,77.34168159257702,23.877787743514446,1
8,16.06961860769697,270.87662624962485,4.173485981267695,2
9,5.64069145142613,121.32845419823131,9.50980845366381,0
9,3.5487908755944564,167.6303297230567,18.197723416898192,1
11,15.012295032817168,272.8769121797186,16.704494833291015,2
2,16.13669478534528,191.0290188150577,3.6935017521565214,1
6,19.810102840013467,43.90043180542558,19.579994999774826,1
0,8.25235353822853,282.5513158479078,5.386573724079856,2
3,7.440361715855664,192.03533539071117,5.371622755742954,1
3,15.528259214839936,107.12262825055498,12.887386149441927,1
4,6.816070805060357,50.3889010723823,14.230558436200877,0
6,18.615146512071295,240.26730488838584,13.922068988107469,2
6,17.168255036860238,189.82109921926892,2.195684097546117,1
10,8.579880547500366,164.70371667313324,21.059060703129127,0
3,15.017421355829947,269.2288490847777,6.3744010221289455,2
6,15.090857481693646,238.69319125511393,3.1083581107873,2
10,2.062477376718652,53.985715122497844,21.32995391685545,0
2,18.051058133591333,100.39939966070898,22.93563595751408,2
5,10.105047448957142,82.06185054619506,20.691062814370817,0
11,16.529149322154833,225.74442484607633,19.428385793397073,2
1,6.400992020612235,19.72440607337602,15.725807535336521,0
9,17.91046456992401,175.2680086126818,13.220576894619343,1
8,7.784033574683262,231.11301886480027,2.0876822378738433,1
4,0.2167530296059672,264.2620346609074,9.80287711369677,2
5,18.107639528385274,109.20370712761317,8.944524408295536,1
11,1.8257335357226712,248.16461835488371,6.234090810247829,0
11,6.386272751808297,42.08320371701009,17.36208272852604,0
11,19.0012393410161,255.47116460301027,11.9010176418905,2
11,19.012142938751122,46.9717120762749,1.9451091817835504,0
3,11.468757762465723,125.21331426250651,5.284396846795472,0
10,12.636744243395984,241.21565607607056,16.398210327830302,2
9,8.968910439566395,53.4760539311444,1.8271406277672044,0
6,5.864215433961291,76.48290461746603,20.42896593717045,1
11,6.573290907398319,219.45324483398923,11.883516648335384,1
8,13.450369121540769,218.81059559836157,11.534077855839552,1
6,15.0474905887536,195.9328135367362,14.217786831828423,2
0,15.83158087451697,211.245048895459,19.79234318220358,2
0,15.792362855891078,167.3900885708029,8.347420989652633,2
8,1.8241220609738074,83.0217270830163,16.272387661417525,0
10,9.888406094051629,110.25183811613664,13.577567135898985,0
8,1.1511752003328857,62.66333787241344,6.408678484066112,0
3,10.99057764647471,273.4506627867522,21.08711967252379,2
8,8.83061002746754,179.18362048217494,19.138224518566275,2
2,17.754083655165996,126.24691086145558,15.802844031802213,2
6,7.018300251041573,143.9816830567985,20.413961498261806,1
5,2.3413403285521173,284.7121684874264,20.815060823035257,2
7,2.859833641056717,54.47190690366326,17.000711441160835,0
10,15.230212634349446,180.0066512848712,20.08831988072813,2
8,12.364361266325222,156.70771687649514,16.73931508006281,1
4,2.022453522455805,187.32172827604788,16.32337852224721,1
0,1.6821361222999487,15.251953308043747,14.846673077164423,0
2,14.019382629182399,262.91593359380397,18.06519934938339,2
9,1.4552601272838706,280.3143019202476,3.806522527033769,0
11,16.437201185807126,173.8886232408706,21.140898220774282,2
7,14.124844543129925,212.02873892429875,20.924244665885567,2
10,1.6269756128379953,277.52482054141575,0.7019347928294195,0
5,1.6967542817038384,215.0992039508856,19.819602013554302,2
7,19.732791570023508,54.23632244513579,3.0928768193626848,0
8,7.485415915122406,177.1236244483758,8.042852502219406,1
3,7.412842941337818,185.9473634510282,17.844198150998587,1
0,16.25599134515005,132.99789467769193,3.858237505159397,1
0,18.944971547677174,223.5688283311696,19.631208578857493,2
9,19.720021276457416,280.9664342830143,19.971220270985807,2
3,15.067563705178832,278.41486874296515,12.179225610260069,2
11,7.525191710618316,140.74341770719832,0.15326092120400592,0
6,1.6700143339733753,42.83903329381902,6.888915196197907,0
1,15.542938318548735,295.603947699077,14.806246041017813,2
2,11.1680849947161,253.2804450693209,23.548468272658162,2
0,8.484440184939526,46.152177548947385,15.163524648400042,0
4,18.12708770189472,277.04414595903796,6.235285945539835,2
0,2.223949646123027,262.2699449980172,15.216136874390672,2
7,9.852502085817182,160.4630365665609,12.959649113180532,1
0,0.22707289534838138,181.46987636602947,18.716289483627445,2
10,9.373212839882525,125.71078412233777,2.567535331847002,0
0,1.126065513636747,25.880875258389086,18.26466966004867,1
1,2.3763583253614384,107.20720007731127,12.990397888226646,0
1,2.3505249355420976,242.8275000934233,23.11180809261587,2
11,12.984206042321272,11.343286671334829,8.204931984928466,0
5,14.920897585308467,106.71475979043181,15.182925435214756,1
6,11.667375301943192,125.46892114137356,22.36867453224042,1
4,19.243450969490837,165.84472485199763,2.460233471776302,1
0,7.497411590474082,276.7581287597005,22.493483693674825,2
0,5.714241725637215,110.44033836612876,16.50925733521952,2
2,17.371982563789206,110.61642854990603,1.6280894185241257,1
1,4.471916770389052,223.87536195182702,7.22312560672359,2
4,19.264450788812226,141.14320285804408,16.996130127486758,2
11,0.24308949379632683,75.13539865259477,1.6164144352505208,0
9,19.39757653415278,141.2074596784811,13.97209104423056,1
5,0.8631982390115223,50.84853591014196,8.301193366870962,0
6,17.822862273961423,61.15222608680476,14.901972426419452,1
3,10.554022181725998,154.52665409444913,1.0978088115003084,1
6,19.859295922386007,131.48838035631888,20.91688334765703,2
10,1.4759312947079772,275.305311309749,23.363735260257528,2
7,11.077085688026415,115.0942307438236,23.253068526856595,1
10,19.38605071238198,178.3706215806326,17.991643961830192,1
0,10.461956883402976,193.35664349666382,3.1220697631351673,1
5,12.58797276270525,13.797392410616755,18.19831670229654,0
7,13.914973779692343,202.42583788484606,0.5900859950112363,0
4,9.090821295355465,61.630430392227915,0.5309652366959341,0
3,12.551161601681269,288.710392066142,7.76664525958899,2
1,11.686286238462005,53.11219104840276,11.727436569711978,1
5,18.02316020981978,130.24099588083686,18.489778027387036,2
5,0.9089276068291574,34.751403742806716,16.399089038556124,0
10,5.619263791844606,299.09353303532475,10.70166495304196,1
0,19.008229681531176,155.63655299606035,6.567039990759981,1
