area,bedrooms,age,price
2498.16047538945,4,48.05952819119571,1120979.5241963658
4802.857225639665,3,45.26753209780318,1616404.654036976
3927.9757672456203,1,9.789556739464821,590831.2449948827
3394.6339367881465,4,3.4680650437582727,1641728.3518225849
1624.0745617697462,4,5.038900068871333,883431.9553667515
1623.9780813448106,3,0.9110912825774864,631641.5218503838
1232.3344486727979,1,4.72214803779642,283919.87056058605
4464.704583099741,3,34.150338670817845,1536566.361838756
3404.4600469728352,1,3.559432423011449,443720.16886666184
3832.290311184182,5,15.948781514688065,2197007.895449125
1082.33797718321,2,42.24376554847273,308665.8839685315
4879.639408647978,2,1.1635967867912933,1257693.3163638944
4329.770563201687,2,40.72342412944679,998708.8237337045
1849.3564427131046,3,14.092738738669997,695772.3836046122
1727.2998688284024,5,5.908241381082813,981837.3321398372
1733.6180394137352,1,34.836858268207536,296107.90421945846
2216.968971838151,4,31.4471423389942,1080242.3784625132
3099.0257265289515,1,43.873600676352645,415923.06932479865
2727.780074568463,4,36.75355219019429,1263430.9115938765
2164.9165607921677,1,40.17404651924243,271689.7847647564
3447.411578889518,5,14.101728628565324,1985891.5492112935
1557.9754426081672,4,8.871977188986142,824410.0766042441
2168.5785941408726,3,37.53073758204292,750950.8368415068
2465.4473731747667,1,40.3417369633632,394848.56327042566
2824.2799368681435,1,49.52525710003366,392366.4810615826
4140.703845572054,4,20.630883845571326,1893357.6469715212
1798.6951286334388,3,18.600904289639157,674891.3248791562
3056.9377536544466,3,38.82064803709984,1058755.7736395376
3369.6582754481697,5,17.040177012650894,1917109.497722809
1185.8016508799908,3,46.537866280178235,391867.7500384652
3430.1794076057536,3,42.92063759215059,1337338.7305117578
1682.0964947491661,3,21.44970136875092,639772.1000764191
1260.206371941118,2,37.54355338957487,301293.5408908628
4795.542149013333,5,37.727143704234116,2729383.605641927
4862.528132298237,1,5.15619344179663,741184.7206392958
4233.589392465845,4,45.127645333978336,1951502.9239659798
2218.4550766934826,1,25.262618622392857,370845.28719499725
1390.6884560255355,5,41.322873305387084,882092.5996637163
3736.9321060486277,4,16.002480051530586,1727093.150315591
2760.6099749584055,5,44.77616142481003,1567156.4934824842
1488.1529393791152,3,19.460083936708156,557370.9019567539
2980.707640445081,4,0.541882574014918,1305951.4386764998
1137.5540844608736,3,45.26909882096318,359749.8270408966
4637.281608315128,1,4.564333839306678,781653.7876998421
2035.1199264000677,1,15.965681879520744,399533.53369531396
3650.089137415928,4,47.50309835254025,1686336.7606830786
2246.8443043576435,4,47.53035734687781,1096142.606440289
3080.272084711243,5,28.671894406164306,1795376.2071152786
3186.841117373119,5,31.591860608489963,1990910.7246737322
1739.4178221021082,3,22.42227609891599,713563.8452580086
4878.338511058235,4,14.660538584903227,2261526.1811097153
4100.531293444458,1,16.4332272684958,579086.0583523996
4757.995766256756,5,33.62592280385192,2619762.394026411
4579.309401710596,5,37.618726471884,2609983.9894982465
3391.5999152443405,1,39.578952186292426,471132.9739292897
4687.496940092467,5,39.48090713972769,2587270.17800111
1353.970008207678,3,4.560305152434518,499280.70608434366
1783.9314496765808,4,24.721015235129073,816331.244556177
1180.9091556421522,1,2.877938000832214,280054.48609953496
2301.3213230530573,4,27.476444116186777,1145938.361163255
2554.709158757928,5,22.07652506866885,1493653.142716695
2085.3961270955833,5,44.38520913791499,1298772.4722781146
4314.950036607717,1,17.545750627603933,662338.0455597366
2427.0133067743573,3,5.853350821380293,863463.7718939218
2123.738038749523,2,7.149584102641793,643515.9214995427
3170.784332632994,1,38.07553158587361,503525.3862862452
1563.6968998990505,2,30.910903165813053,363606.4656755333
4208.787923016159,2,5.0561338061395125,1080151.9799467896
1298.2025747190833,3,4.205340305749871,468487.31832956633
4947.54774640207,2,35.048456572956,1190222.7217658225
4088.9790771866296,2,3.6381503182096764,1106734.5715141348
1794.8627261366896,3,41.09300296451781,763126.284689089
1022.0884684944097,2,35.31211135782481,207937.68275373292
4261.845713819337,2,4.067439032094988,1131576.1707733152
3827.4293753904685,2,4.241885704259596,962204.272539396
3916.028672163949,1,49.33197892505877,558382.0421738282
4085.081386743783,1,18.713539787806017,593785.741905721
1296.1786069363616,1,18.532107353344546,161961.19887979116
2433.8629141770907,3,40.63997836287513,893958.1121777856
1463.476238100519,5,47.36242886919293,839683.2107001371
4452.413703502374,2,49.30005319114355,1141976.2405690139
3493.1925073102316,2,37.66890926294708,891951.7667236275
2323.592099410597,3,18.81297927654579,851903.3428121154
1254.2334011440946,2,4.175035834933438,306092.64926647703
2243.929286862649,1,38.85734579637184,308322.1536027948
2300.733288106988,5,27.920212486790252,1389212.7635067364
3918.4247133522563,4,21.211100462348814,1857731.43015856
3550.2298854208525,2,45.3177192547368,856020.8494879171
4548.850970305306,1,5.559874115307567,704514.3237596034
2888.859700647797,4,24.631255214542957,1405240.5938528266
1478.3769837532068,5,0.5676822383709534,829353.2358890097
3852.97914889198,4,23.433032099706313,1829292.1105705346
4043.14019446759,1,2.8151637840918675,591932.2593308003
3245.108790277985,4,5.940895813403596,1565858.4411480492
4083.868719818244,3,5.876312338855244,1448252.9379398318
2975.182385457563,4,32.460515105803175,1312357.710869776
3090.9313175279763,2,37.30224396327117,712704.5855062003
2710.1640734341986,2,29.168438254857982,705361.0465641897
1101.6765069763808,3,48.10862742372709,434518.58881594386
1431.5657079732177,1,18.743528976185203,180147.2604526696
1125.716742746937,2,14.285604314093037,346216.0064685564
3545.6416450551214,5,43.429956409473014,1945311.9234621325
2257.4239243053066,2,11.179791925972632,595462.0951809745
3034.282764658811,2,48.161126972030566,713939.3176905647
4630.265895704372,1,0.6077237344908171,681644.2170983024
1997.1689165955,4,48.493941335381955,956848.9753661047
2641.531692142519,2,2.1579955975288057,656283.2569726678
4022.2045541721945,3,44.557155684903556,1426265.238906325
1915.1926619664898,4,26.385055454314994,978958.8106184849
1307.919639315172,5,49.64823980596502,765687.0882442048
2159.005811655072,1,3.689828236769943,383790.56323313294
